"Time","data_time"
2.724,738272
2.73,738272
2.736,738272
2.742,738272
2.748,738272
2.754,738272
2.76,738272
2.766,738272
2.772,738272
2.778,738272
2.784,738272
2.79,738272
2.796,738272
2.802,738272
2.808,738272
2.814,738272
2.82,738272
2.826,738272
2.832,738272
2.838,738272
2.844,738272
2.85,738272
2.856,738272
2.862,738272
2.868,738272
2.874,738272
2.88,738272
2.886,738272
2.892,738272
2.898,738272
2.904,738272
2.91,738272
2.916,738272
2.922,738272
2.928,738272
2.934,738272
2.94,738272
2.946,738272
2.952,738272
2.958,738272
2.964,738272
2.97,738272
2.976,738272
2.982,738272
2.988,738272
2.994,738272
3,738272
3.006,738272
3.012,738272
3.018,738272
3.024,738272
3.03,738272
3.036,738272
3.042,738272
3.048,738272
3.054,738272
3.06,738272
3.066,738272
3.072,738272
3.078,738272
3.084,738272
3.09,738272
3.096,738272
3.102,738272
3.108,738272
3.114,738272
3.12,738272
3.126,738272
3.132,738272
3.138,738272
3.144,738272
3.15,738272
3.156,738272
3.162,738272
3.168,738272
3.174,738272
3.18,738272
3.186,738272
3.192,738272
3.198,738272
3.204,738272
3.21,738272
3.216,738272
3.222,738272
3.228,738272
3.234,738272
3.24,738272
3.246,738272
3.252,738272
3.258,738272
3.264,738272
3.27,738272
3.276,738272
3.282,738272
3.288,738272
3.294,738272
3.3,738272
3.306,738272
3.312,738272
3.318,738272
3.324,738272
3.33,738272
3.336,738272
3.342,738272
3.348,738272
3.354,738272
3.36,738272
3.366,738272
3.372,738272
3.378,738272
3.384,738272
3.39,738272
3.396,738272
3.402,738272
3.408,738272
3.414,738272
3.42,738272
3.426,738272
3.432,738272
3.438,738272
3.444,738272
3.45,738272
3.456,738272
3.462,738272
3.468,738272
3.474,738272
3.48,738272
3.486,738272
3.492,738272
3.498,738272
3.504,738272
3.51,738272
3.516,738272
3.522,738272
3.528,738272
3.534,738272
3.54,738272
3.546,738272
3.552,738272
3.558,738272
3.564,738272
3.57,738272
3.576,738272
3.582,738272
3.588,738272
3.594,738272
3.6,738272
3.606,738272
3.612,738272
3.618,738272
3.624,738272
3.63,738272
3.636,738272
3.642,738272
3.648,738272
3.654,738272
3.66,738272
3.666,738272
3.672,738272
3.678,738272
3.684,738272
3.69,738272
3.696,738272
3.702,738272
3.708,738272
3.714,738272
3.72,738272
3.726,738272
3.732,738272
3.738,738272
3.744,738272
3.75,738272
3.756,738272
3.762,738272
3.768,738272
3.774,738272
3.78,738272
3.786,738272
3.792,738272
3.798,738272
3.804,738272
3.81,738272
3.816,738272
3.822,738272
3.828,738272
3.834,738272
3.84,738272
3.846,738272
3.852,738272
3.858,738272
3.864,738272
3.87,738272
3.876,738272
3.882,738272
3.888,738272
3.894,738272
3.9,738272
3.906,738272
3.912,738272
3.918,738272
3.924,738272
3.93,738272
3.936,738272
3.942,738272
3.948,738272
3.954,738272
3.96,738272
3.966,738272
3.972,738272
3.978,738272
3.984,738272
3.99,738272
3.996,738272
4.002,738272
4.008,738272
4.014,738272
4.02,738272
4.026,738272
4.032,738272
4.038,738272
4.044,738272
4.05,738272
4.056,738272
4.062,738272
4.068,738272
4.074,738272
4.08,738272
4.086,738272
4.092,738272
4.098,738272
4.104,738272
4.11,738272
4.116,738272
4.122,738272
4.128,738272
4.134,738272
4.14,738272
4.146,738272
4.152,738272
4.158,738272
4.164,738272
4.17,738272
4.176,738272
4.182,738272
4.188,738272
4.194,738272
4.2,738272
4.206,738272
4.212,738272
4.218,738272
4.224,738272
4.23,738272
4.236,738272
4.242,738272
4.248,738272
4.254,738272
4.26,738272
4.266,738272
4.272,738272
4.278,738272
4.284,738272
4.29,738272
4.296,738272
4.302,738272
4.308,738272
4.314,738272
4.32,738272
4.326,738272
4.332,738272
4.338,738272
4.344,738272
4.35,738272
4.356,738272
4.362,738272
4.368,738272
4.374,738272
4.38,738272
4.386,738272
4.392,738272
4.398,738272
4.404,738272
4.41,738272
4.416,738272
4.422,738272
4.428,738272
4.434,738272
4.44,738272
4.446,738272
4.452,738272
4.458,738272
4.464,738272
4.47,738272
4.476,738272
4.482,738272
4.488,738272
4.494,738272
4.5,738272
4.506,738272
4.512,738272
4.518,738272
4.524,738272
4.53,738272
4.536,738272
4.542,738272
4.548,738272
4.554,738272
4.56,738272
4.566,738272
4.572,738272
4.578,738272
4.584,738272
4.59,738272
4.596,738272
4.602,738272
4.608,738272
4.614,738272
4.62,738272
4.626,738272
4.632,738272
4.638,738272
4.644,738272
4.65,738272
4.656,738272
4.662,738272
4.668,738272
4.674,738272
4.68,738272
4.686,738272
4.692,738272
4.698,738272
4.704,738272
4.71,738272
4.716,738272
4.722,738272
4.728,738272
4.734,738272
4.74,738272
4.746,738272
4.752,738272
4.758,738272
4.764,738272
4.77,738272
4.776,738272
4.782,738272
4.788,738272
4.794,738272
4.8,738272
4.806,738272
4.812,738272
4.818,738272
4.824,738272
4.83,738272
4.836,738272
4.842,738272
4.848,738272
4.854,738272
4.86,738272
4.866,738272
4.872,738272
4.878,738272
4.884,738272
4.89,738272
4.896,738272
4.902,738272
4.908,738272
4.914,738272
4.92,738272
4.926,738272
4.932,738272
4.938,738272
4.944,738272
4.95,738272
4.956,738272
4.962,738272
4.968,738272
4.974,738272
4.98,738272
4.986,738272
4.992,738272
4.998,738272
5.004,738272
5.01,738272
5.016,738272
5.022,738272
5.028,738272
5.034,738272
5.04,738272
5.046,738272
5.052,738272
5.058,738272
5.064,738272
5.07,738272
5.076,738272
5.082,738272
5.088,738272
5.094,738272
5.1,738272
5.106,738272
5.112,738272
5.118,738272
5.124,738272
5.13,738272
5.136,738272
5.142,738272
5.148,738272
5.154,738272
5.16,738272
5.166,738272
5.172,738272
5.178,738272
5.184,738272
5.19,738272
5.196,738272
5.202,738272
5.208,738272
5.214,738272
5.22,738272
5.226,738272
5.232,738272
5.238,738272
5.244,738272
5.25,738272
5.256,738272
5.262,738272
5.268,738272
5.274,738272
5.28,738272
5.286,738272
5.292,738272
5.298,738272
5.304,738272
5.31,738272
5.316,738272
5.322,738272
5.328,738272
5.334,738272
5.34,738272
5.346,738272
5.352,738272
5.358,738272
5.364,738272
5.37,738272
5.376,738272
5.382,738272
5.388,738272
5.394,738272
5.4,738272
5.406,738272
5.412,738272
5.418,738272
5.424,738272
5.43,738272
5.436,738272
5.442,738272
5.448,738272
5.454,738272
5.46,738272
5.466,738272
5.472,738272
5.478,738272
5.484,738272
5.49,738272
5.496,738272
5.502,738272
5.508,738272
5.514,738272
5.52,738272
5.526,738272
5.532,738272
5.538,738272
5.544,738272
5.55,738272
5.556,738272
5.562,738272
5.568,738272
5.574,738272
5.58,738272
5.586,738272
5.592,738272
5.598,738272
5.604,738272
5.61,738272
5.616,738272
5.622,738272
5.628,738272
5.634,738272
5.64,738272
5.646,738272
5.652,738272
5.658,738272
5.664,738272
5.67,738272
5.676,738272
5.682,738272
5.688,738272
5.694,738272
5.7,738272
5.706,738272
5.712,738272
5.718,738272
5.724,738272
5.73,738272
5.736,738272
5.742,738272
5.748,738272
5.754,738272
5.76,738272
5.766,738272
5.772,738272
5.778,738272
5.784,738272
5.79,738272
5.796,738272
5.802,738272
5.808,738272
5.814,738272
5.82,738272
5.826,738272
5.832,738272
5.838,738272
5.844,738272
5.85,738272
5.856,738272
5.862,738272
5.868,738272
5.874,738272
5.88,738272
5.886,738272
5.892,738272
5.898,738272
5.904,738272
5.91,738272
5.916,738272
5.922,738272
5.928,738272
5.934,738272
5.94,738272
5.946,738272
5.952,738272
5.958,738272
5.964,738272
5.97,738272
5.976,738272
5.982,738272
5.988,738272
5.994,738272
6,738272
6.006,738272
6.012,738272
6.018,738272
6.024,738272
6.03,738272
6.036,738272
6.042,738272
6.048,738272
6.054,738272
6.06,738272
6.066,738272
6.072,738272
6.078,738272
6.084,738272
6.09,738272
6.096,738272
6.102,738272
6.108,738272
6.114,738272
6.12,738272
6.126,738272
6.132,738272
6.138,738272
6.144,738272
6.15,738272
6.156,738272
6.162,738272
6.168,738272
6.174,738272
6.18,738272
6.186,738272
6.192,738272
6.198,738272
6.204,738272
6.21,738272
6.216,738272
6.222,738272
6.228,738272
6.234,738272
6.24,738272
6.246,738272
6.252,738272
6.258,738272
6.264,738272
6.27,738272
6.276,738272
6.282,738272
6.288,738272
6.294,738272
6.3,738272
6.306,738272
6.312,738272
6.318,738272
6.324,738272
6.33,738272
6.336,738272
6.342,738272
6.348,738272
6.354,738272
6.36,738272
6.366,738272
6.372,738272
6.378,738272
6.384,738272
6.39,738272
6.396,738272
6.402,738272
6.408,738272
6.414,738272
6.42,738272
6.426,738272
6.432,738272
6.438,738272
6.444,738272
6.45,738272
6.456,738272
6.462,738272
6.468,738272
6.474,738272
6.48,738272
6.486,738272
6.492,738272
6.498,738272
6.504,738272
6.51,738272
6.516,738272
6.522,738272
6.528,738272
6.534,738272
6.54,738272
6.546,738272
6.552,738272
6.558,738272
6.564,738272
6.57,738272
6.576,738272
6.582,738272
6.588,738272
6.594,738272
6.6,738272
6.606,738272
6.612,738272
6.618,738272
6.624,738272
6.63,738272
6.636,738272
6.642,738272
6.648,738272
6.654,738272
6.66,738272
6.666,738272
6.672,738272
6.678,738272
6.684,738272
6.69,738272
6.696,738272
6.702,738272
6.708,738272
6.714,738272
6.72,738272
6.726,738272
6.732,738272
6.738,738272
6.744,738272
6.75,738272
6.756,738272
6.762,738272
6.768,738272
6.774,738272
6.78,738272
6.786,738272
6.792,738272
6.798,738272
6.804,738272
6.81,738272
6.816,738272
6.822,738272
6.828,738272
6.834,738272
6.84,738272
6.846,738272
6.852,738272
6.858,738272
6.864,738272
6.87,738272
6.876,738272
6.882,738272
6.888,738272
6.894,738272
6.9,738272
6.906,738272
6.912,738272
6.918,738272
6.924,738272
6.93,738272
6.936,738272
6.942,738272
6.948,738272
6.954,738272
6.96,738272
6.966,738272
6.972,738272
6.978,738272
6.984,738272
6.99,738272
6.996,738272
7.002,738272
7.008,738272
7.014,738272
7.02,738272
7.026,738272
7.032,738272
7.038,738272
7.044,738272
7.05,738272
7.056,738272
7.062,738272
7.068,738272
7.074,738272
7.08,738272
7.086,738272
7.092,738272
7.098,738272
7.104,738272
7.11,738272
7.116,738272
7.122,738272
7.128,738272
7.134,738272
7.14,738272
7.146,738272
7.152,738272
7.158,738272
7.164,738272
7.17,738272
7.176,738272
7.182,738272
7.188,738272
7.194,738272
7.2,738272
7.206,738272
7.212,738272
7.218,738272
7.224,738272
7.23,738272
7.236,738272
7.242,738272
7.248,738272
7.254,738272
7.26,738272
7.266,738272
7.272,738272
7.278,738272
7.284,738272
7.29,738272
7.296,738272
7.302,738272
7.308,738272
7.314,738272
7.32,738272
7.326,738272
7.332,738272
7.338,738272
7.344,738272
7.35,738272
7.356,738272
7.362,738272
7.368,738272
7.374,738272
7.38,738272
7.386,738272
7.392,738272
7.398,738272
7.404,738272
7.41,738272
7.416,738272
7.422,738272
7.428,738272
7.434,738272
7.44,738272
7.446,738272
7.452,738272
7.458,738272
7.464,738272
7.47,738272
7.476,738272
7.482,738272
7.488,738272
7.494,738272
7.5,738272
7.506,738272
7.512,738272
7.518,738272
7.524,738272
7.53,738272
7.536,738272
7.542,738272
7.548,738272
7.554,738272
7.56,738272
7.566,738272
7.572,738272
7.578,738272
7.584,738272
7.59,738272
7.596,738272
7.602,738272
7.608,738272
7.614,738272
7.62,738272
7.626,738272
7.632,738272
7.638,738272
7.644,738272
7.65,738272
7.656,738272
7.662,738272
7.668,738272
7.674,738272
7.68,738272
7.686,738272
7.692,738272
7.698,738272
7.704,738272
7.71,738272
7.716,738272
7.722,738272
7.728,738272
7.734,738272
7.74,738272
7.746,738272
7.752,738272
7.758,738272
7.764,738272
7.77,738272
7.776,738272
7.782,738272
7.788,738272
7.794,738272
7.8,738272
7.806,738272
7.812,738272
7.818,738272
7.824,738272
7.83,738272
7.836,738272
7.842,738272
7.848,738272
7.854,738272
7.86,738272
7.866,738272
7.872,738272
7.878,738272
7.884,738272
7.89,738272
7.896,738272
7.902,738272
7.908,738272
7.914,738272
7.92,738272
7.926,738272
7.932,738272
7.938,738272
7.944,738272
7.95,738272
7.956,738272
7.962,738272
7.968,738272
7.974,738272
7.98,738272
7.986,738272
7.992,738272
7.998,738272
8.004,738272
8.01,738272
8.016,738272
8.022,738272
8.028,738272
8.034,738272
8.04,738272
8.046,738272
8.052,738272
8.058,738272
8.064,738272
8.07,738272
8.076,738272
8.082,738272
8.088,738272
8.094,738272
8.1,738272
8.106,738272
8.112,738272
8.118,738272
8.124,738272
8.13,738272
8.136,738272
8.142,738272
8.148,738272
8.154,738272
8.16,738272
8.166,738272
8.172,738272
8.178,738272
8.184,738272
8.19,738272
8.196,738272
8.202,738272
8.208,738272
8.214,738272
8.22,738272
8.226,738272
8.232,738272
8.238,738272
8.244,738272
8.25,738272
8.256,738272
8.262,738272
8.268,738272
8.274,738272
8.28,738272
8.286,738272
8.292,738272
8.298,738272
8.304,738272
8.31,738272
8.316,738272
8.322,738272
8.328,738272
8.334,738272
8.34,738272
8.346,738272
8.352,738272
8.358,738272
8.364,738272
8.37,738272
8.376,738272
8.382,738272
8.388,738272
8.394,738272
8.4,738272
8.406,738272
8.412,738272
8.418,738272
8.424,738272
8.43,738272
8.436,738272
8.442,738272
8.448,738272
8.454,738272
8.46,738272
8.466,738272
8.472,738272
8.478,738272
8.484,738272
8.49,738272
8.496,738272
8.502,738272
8.508,738272
8.514,738272
8.52,738272
8.526,738272
8.532,738272
8.538,738272
8.544,738272
8.55,738272
8.556,738272
8.562,738272
8.568,738272
8.574,738272
8.58,738272
8.586,738272
8.592,738272
8.598,738272
8.604,738272
8.61,738272
8.616,738272
8.622,738272
8.628,738272
8.634,738272
8.64,738272
8.646,738272
8.652,738272
8.658,738272
8.664,738272
8.67,738272
8.676,738272
8.682,738272
8.688,738272
8.694,738272
8.7,738272
8.706,738272
8.712,738272
8.718,738272
8.724,738272
8.73,738272
8.736,738272
8.742,738272
8.748,738272
8.754,738272
8.76,738272
8.766,738272
8.772,738272
8.778,738272
8.784,738272
8.79,738272
8.796,738272
8.802,738272
8.808,738272
8.814,738272
8.82,738272
8.826,738272
8.832,738272
8.838,738272
8.844,738272
8.85,738272
8.856,738272
8.862,738272
8.868,738272
8.874,738272
8.88,738272
8.886,738272
8.892,738272
8.898,738272
8.904,738272
8.91,738272
8.916,738272
8.922,738272
8.928,738272
8.934,738272
8.94,738272
8.946,738272
8.952,738272
8.958,738272
8.964,738272
8.97,738272
8.976,738272
8.982,738272
8.988,738272
8.994,738272
9,738272
9.006,738272
9.012,738272
9.018,738272
9.024,738272
9.03,738272
9.036,738272
9.042,738272
9.048,738272
9.054,738272
9.06,738272
9.066,738272
9.072,738272
9.078,738272
9.084,738272
9.09,738272
9.096,738272
9.102,738272
9.108,738272
9.114,738272
9.12,738272
9.126,738272
9.132,738272
9.138,738272
9.144,738272
9.15,738272
9.156,738272
9.162,738272
9.168,738272
9.174,738272
9.18,738272
9.186,738272
9.192,738272
9.198,738272
9.204,738272
9.21,738272
9.216,738272
9.222,738272
9.228,738272
9.234,738272
9.24,738272
9.246,738272
9.252,738272
9.258,738272
9.264,738272
9.27,738272
9.276,738272
9.282,738272
9.288,738272
9.294,738272
9.3,738272
9.306,738272
9.312,738272
9.318,738272
9.324,738272
9.33,738272
9.336,738272
9.342,738272
9.348,738272
9.354,738272
9.36,738272
9.366,738272
9.372,738272
9.378,738272
9.384,738272
9.39,738272
9.396,738272
9.402,738272
9.408,738272
9.414,738272
9.42,738272
9.426,738272
9.432,738272
9.438,738272
9.444,738272
9.45,738272
9.456,738272
9.462,738272
9.468,738272
9.474,738272
9.48,738272
9.486,738272
9.492,738272
9.498,738272
9.504,738272
9.51,738272
9.516,738272
9.522,738272
9.528,738272
9.534,738272
9.54,738272
9.546,738272
9.552,738272
9.558,738272
9.564,738272
9.57,738272
9.576,738272
9.582,738272
9.588,738272
9.594,738272
9.6,738272
9.606,738272
9.612,738272
9.618,738272
9.624,738272
9.63,738272
9.636,738272
9.642,738272
9.648,738272
9.654,738272
9.66,738272
9.666,738272
9.672,738272
9.678,738272
9.684,738272
9.69,738272
9.696,738272
9.702,738272
9.708,738272
9.714,738272
9.72,738272
9.726,738272
9.732,738272
9.738,738272
9.744,738272
9.75,738272
9.756,738272
9.762,738272
9.768,738272
9.774,738272
9.78,738272
9.786,738272
9.792,738272
9.798,738272
9.804,738272
9.81,738272
9.816,738272
9.822,738272
9.828,738272
9.834,738272
9.84,738272
9.846,738272
9.852,738272
9.858,738272
9.864,738272
9.87,738272
9.876,738272
9.882,738272
9.888,738272
9.894,738272
9.9,738272
9.906,738272
9.912,738272
9.918,738272
9.924,738272
9.93,738272
9.936,738272
9.942,738272
9.948,738272
9.954,738272
9.96,738272
9.966,738272
9.972,738272
9.978,738272
9.984,738272
9.99,738272
9.996,738272
10.002,738272
10.008,738272
10.014,738272
10.02,738272
10.026,738272
10.032,738272
10.038,738272
10.044,738272
10.05,738272
10.056,738272
10.062,738272
10.068,738272
10.074,738272
10.08,738272
10.086,738272
10.092,738272
10.098,738272
10.104,738272
10.11,738272
10.116,738272
10.122,738272
10.128,738272
10.134,738272
10.14,738272
10.146,738272
10.152,738272
10.158,738272
10.164,738272
10.17,738272
10.176,738272
10.182,738272
10.188,738272
10.194,738272
10.2,738272
10.206,738272
10.212,738272
10.218,738272
10.224,738272
10.23,738272
10.236,738272
10.242,738272
10.248,738272
10.254,738272
10.26,738272
10.266,738272
10.272,738272
10.278,738272
10.284,738272
10.29,738272
10.296,738272
10.302,738272
10.308,738272
10.314,738272
10.32,738272
10.326,738272
10.332,738272
10.338,738272
10.344,738272
10.35,738272
10.356,738272
10.362,738272
10.368,738272
10.374,738272
10.38,738272
10.386,738272
10.392,738272
10.398,738272
10.404,738272
10.41,738272
10.416,738272
10.422,738272
10.428,738272
10.434,738272
10.44,738272
10.446,738272
10.452,738272
10.458,738272
10.464,738272
10.47,738272
10.476,738272
10.482,738272
10.488,738272
10.494,738272
10.5,738272
10.506,738272
10.512,738272
10.518,738272
10.524,738272
10.53,738272
10.536,738272
10.542,738272
10.548,738272
10.554,738272
10.56,738272
10.566,738272
10.572,738272
10.578,738272
10.584,738272
10.59,738272
10.596,738272
10.602,738272
10.608,738272
10.614,738272
10.62,738272
10.626,738272
10.632,738272
10.638,738272
10.644,738272
10.65,738272
10.656,738272
10.662,738272
10.668,738272
10.674,738272
10.68,738272
10.686,738272
10.692,738272
10.698,738272
10.704,738272
10.71,738272
10.716,738272
10.722,738272
10.728,738272
10.734,738272
10.74,738272
10.746,738272
10.752,738272
10.758,738272
10.764,738272
10.77,738272
10.776,738272
10.782,738272
10.788,738272
10.794,738272
10.8,738272
10.806,738272
10.812,738272
10.818,738272
10.824,738272
10.83,738272
10.836,738272
10.842,738272
10.848,738272
10.854,738272
10.86,738272
10.866,738272
10.872,738272
10.878,738272
10.884,738272
10.89,738272
10.896,738272
10.902,738272
10.908,738272
10.914,738272
10.92,738272
10.926,738272
10.932,738272
10.938,738272
10.944,738272
10.95,738272
10.956,738272
10.962,738272
10.968,738272
10.974,738272
10.98,738272
10.986,738272
10.992,738272
10.998,738272
11.004,738272
11.01,738272
11.016,738272
11.022,738272
11.028,738272
11.034,738272
11.04,738272
11.046,738272
11.052,738272
11.058,738272
11.064,738272
11.07,738272
11.076,738272
11.082,738272
11.088,738272
11.094,738272
11.1,738272
11.106,738272
11.112,738272
11.118,738272
11.124,738272
11.13,738272
11.136,738272
11.142,738272
11.148,738272
11.154,738272
11.16,738272
11.166,738272
11.172,738272
11.178,738272
11.184,738272
11.19,738272
11.196,738272
11.202,738272
11.208,738272
11.214,738272
11.22,738272
11.226,738272
11.232,738272
11.238,738272
11.244,738272
11.25,738272
11.256,738272
11.262,738272
11.268,738272
11.274,738272
11.28,738272
11.286,738272
11.292,738272
11.298,738272
11.304,738272
11.31,738272
11.316,738272
11.322,738272
11.328,738272
11.334,738272
11.34,738272
11.346,738272
11.352,738272
11.358,738272
11.364,738272
11.37,738272
11.376,738272
11.382,738272
11.388,738272
11.394,738272
11.4,738272
11.406,738272
11.412,738272
11.418,738272
11.424,738272
11.43,738272
11.436,738272
11.442,738272
11.448,738272
11.454,738272
11.46,738272
11.466,738272
11.472,738272
11.478,738272
11.484,738272
11.49,738272
11.496,738272
11.502,738272
11.508,738272
11.514,738272
11.52,738272
11.526,738272
11.532,738272
11.538,738272
11.544,738272
11.55,738272
11.556,738272
11.562,738272
11.568,738272
11.574,738272
11.58,738272
11.586,738272
11.592,738272
11.598,738272
11.604,738272
11.61,738272
11.616,738272
11.622,738272
11.628,738272
11.634,738272
11.64,738272
11.646,738272
11.652,738272
11.658,738272
11.664,738272
11.67,738272
11.676,738272
11.682,738272
11.688,738272
11.694,738272
11.7,738272
11.706,738272
11.712,738272
11.718,738272
11.724,738272
11.73,738272
11.736,738272
11.742,738272
11.748,738272
11.754,738272
11.76,738272
11.766,738272
11.772,738272
11.778,738272
11.784,738272
11.79,738272
11.796,738272
11.802,738272
11.808,738272
11.814,738272
11.82,738272
11.826,738272
11.832,738272
11.838,738272
11.844,738272
11.85,738272
11.856,738272
11.862,738272
11.868,738272
11.874,738272
11.88,738272
11.886,738272
11.892,738272
11.898,738272
11.904,738272
11.91,738272
11.916,738272
11.922,738272
11.928,738272
11.934,738272
11.94,738272
11.946,738272
11.952,738272
11.958,738272
11.964,738272
11.97,738272
11.976,738272
11.982,738272
11.988,738272
11.994,738272
12,738272
12.006,738272
12.012,738272
12.018,738272
12.024,738272
12.03,738272
12.036,738272
12.042,738272
12.048,738272
12.054,738272
12.06,738272
12.066,738272
12.072,738272
12.078,738272
12.084,738272
12.09,738272
12.096,738272
12.102,738272
12.108,738272
12.114,738272
12.12,738272
12.126,738272
12.132,738272
12.138,738272
12.144,738272
12.15,738272
12.156,738272
12.162,738272
12.168,738272
12.174,738272
12.18,738272
12.186,738272
12.192,738272
12.198,738272
12.204,738272
12.21,738272
12.216,738272
12.222,738272
12.228,738272
12.234,738272
12.24,738272
12.246,738272
12.252,738272
12.258,738272
12.264,738272
12.27,738272
12.276,738272
12.282,738272
12.288,738272
12.294,738272
12.3,738272
12.306,738272
12.312,738272
12.318,738272
12.324,738272
12.33,738272
12.336,738272
12.342,738272
12.348,738272
12.354,738272
12.36,738272
12.366,738272
12.372,738272
12.378,738272
12.384,738272
12.39,738272
12.396,738272
12.402,738272
12.408,738272
12.414,738272
12.42,738272
12.426,738272
12.432,738272
12.438,738272
12.444,738272
12.45,738272
12.456,738272
12.462,738272
12.468,738272
12.474,738272
12.48,738272
12.486,738272
12.492,738272
12.498,738272
12.504,738272
12.51,738272
12.516,738272
12.522,738272
12.528,738272
12.534,738272
12.54,738272
12.546,738272
12.552,738272
12.558,738272
12.564,738272
